symbol,name,exchange,yahoo
FOFO,"Hang Feng Technology Innovation Co., Ltd. - Ordinary Shares",NASDAQ,FOFO
FOLD,"Amicus Therapeutics, Inc. - Common Stock",NASDAQ,FOLD
FONR,Fonar Corporation - Common Stock,NASDAQ,FONR
FORA,Forian Inc. - Common Stock,NASDAQ,FORA
FORD,"Forward Industries, Inc. - Common Stock",NASDAQ,FORD
FORM,"FormFactor, Inc. - Common Stock",NASDAQ,FORM
FORR,"Forrester Research, Inc. - Common Stock",NASDAQ,FORR
FORTY,Formula Systems (1985) Ltd. - American Depositary Shares,NASDAQ,FORTY
FOSL,"Fossil Group, Inc. - Common Stock",NASDAQ,FOSL
FOSLL,"Fossil Group, Inc. - 7% Senior Notes due 2026",NASDAQ,FOSLL
FOX,Fox Corporation - Class B Common Stock,NASDAQ,FOX
FOXA,Fox Corporation - Class A Common Stock,NASDAQ,FOXA
FOXF,Fox Factory Holding Corp. - Common Stock,NASDAQ,FOXF
FOXX,Foxx Development Holdings Inc. - Common Stock,NASDAQ,FOXX
FOXXW,Foxx Development Holdings Inc. - Warrant,NASDAQ,FOXXW
FPAY,"FlexShopper, Inc. - Common Stock",NASDAQ,FPAY
FRAF,Franklin Financial Services Corporation - Common Stock,NASDAQ,FRAF
FRBA,First Bank  - Common Stock,NASDAQ,FRBA
FRD,Friedman Industries Inc. - Common Stock,NASDAQ,FRD
FRGT,"Freight Technologies, Inc. - Ordinary Shares",NASDAQ,FRGT
FRHC,Freedom Holding Corp. - Common Stock,NASDAQ,FRHC
FRME,First Merchants Corporation - Common Stock,NASDAQ,FRME
FRMEP,"First Merchants Corporation - Depository Shares, each representing a 1/100th interest in a share of 7.50% Non-Cumulative Perpetual Preferred Stock, A",NASDAQ,FRMEP
FRMI,Fermi Inc. - Common Stock,NASDAQ,FRMI
FROG,JFrog Ltd. - Ordinary shares,NASDAQ,FROG
FRPH,"FRP Holdings, Inc. - Common Stock",NASDAQ,FRPH
FRPT,"Freshpet, Inc. - Common Stock",NASDAQ,FRPT
FRSH,Freshworks Inc. - Class A Common Stock,NASDAQ,FRSH
FRST,Primis Financial Corp. - Common Stock,NASDAQ,FRST
FRSX,Foresight Autonomous Holdings Ltd. - American Depositary Shares,NASDAQ,FRSX
FSBC,Five Star Bancorp - Common Stock,NASDAQ,FSBC
FSBW,"FS Bancorp, Inc. - Common Stock",NASDAQ,FSBW
FSEA,"First Seacoast Bancorp, Inc. - Common Stock",NASDAQ,FSEA
FSFG,"First Savings Financial Group, Inc. - Common Stock",NASDAQ,FSFG
FSHP,Flag Ship Acquisition Corp. - Ordinary Shares,NASDAQ,FSHP
FSHPR,Flag Ship Acquisition Corp. - Right,NASDAQ,FSHPR
FSHPU,Flag Ship Acquisition Corp. - Unit,NASDAQ,FSHPU
FSLR,"First Solar, Inc. - Common Stock",NASDAQ,FSLR
FSTR,L.B. Foster Company - Common Stock,NASDAQ,FSTR
FSUN,FirstSun Capital Bancorp - Common Stock,NASDAQ,FSUN
FSV,FirstService Corporation - Common Shares,NASDAQ,FSV
FTAI,FTAI Aviation Ltd. - Common Stock,NASDAQ,FTAI
FTAIM,FTAI Aviation Ltd. - 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,NASDAQ,FTAIM
FTAIN,FTAI Aviation Ltd. - 8.25% Fixed-Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,NASDAQ,FTAIN
FTCI,"FTC Solar, Inc. - Common Stock",NASDAQ,FTCI
FTDR,"Frontdoor, Inc. - Common Stock",NASDAQ,FTDR
FTEK,"Fuel Tech, Inc. - Common Stock",NASDAQ,FTEK
FTEL,Fitell Corporation - Class A Ordinary Shares,NASDAQ,FTEL
FTFT,Future FinTech Group Inc. - Common Stock,NASDAQ,FTFT
FTHM,Fathom Holdings Inc. - Common Stock,NASDAQ,FTHM
FTLF,"FitLife Brands, Inc. - Common Stock",NASDAQ,FTLF
FTNT,"Fortinet, Inc. - Common Stock",NASDAQ,FTNT
FTRE,Fortrea Holdings Inc. - Common Stock,NASDAQ,FTRE
FTRK,FAST TRACK GROUP - Ordinary shares,NASDAQ,FTRK
FUFU,BitFuFu Inc. - Class A Ordinary Shares,NASDAQ,FUFU
FUFUW,BitFuFu Inc. - Warrant,NASDAQ,FUFUW
FULC,"Fulcrum Therapeutics, Inc. - Common Stock",NASDAQ,FULC
FULT,Fulton Financial Corporation - Common Stock,NASDAQ,FULT
FULTP,"Fulton Financial Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ,FULTP
FUNC,First United Corporation - Common Stock,NASDAQ,FUNC
FUND,"Sprott Focus Trust, Inc. - Closed End Fund",NASDAQ,FUND
FUSB,"First US Bancshares, Inc. - Common Stock",NASDAQ,FUSB
FUTU,Futu Holdings Limited - American Depositary Shares,NASDAQ,FUTU
FVCB,"FVCBankcorp, Inc. - Common Stock",NASDAQ,FVCB
FVN,Future Vision II Acquisition Corporation - Ordinary Shares,NASDAQ,FVN
FVNNR,Future Vision II Acquisition Corporation - Right,NASDAQ,FVNNR
FVNNU,Future Vision II Acquisition Corporation - Units,NASDAQ,FVNNU
FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,NASDAQ,FWONA
FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,NASDAQ,FWONK
FWRD,Forward Air Corporation - Common Stock,NASDAQ,FWRD
FWRG,"First Watch Restaurant Group, Inc. - Common Stock",NASDAQ,FWRG
FXNC,First National Corporation - Common Stock,NASDAQ,FXNC
FYBR,"Frontier Communications Parent, Inc. - Common Stock",NASDAQ,FYBR
GABC,"German American Bancorp, Inc. - Common Stock",NASDAQ,GABC
GAIA,"Gaia, Inc. - Class A Common Stock",NASDAQ,GAIA
GAIN,Gladstone Investment Corporation - Business Development Company,NASDAQ,GAIN
GAINI,Gladstone Investment Corporation - 7.875% Notes due 2030,NASDAQ,GAINI
GAINL,Gladstone Investment Corporation - 8.00% Notes due 2028,NASDAQ,GAINL
GAINN,Gladstone Investment Corporation - 5.00% Notes Due 2026,NASDAQ,GAINN
GAINZ,Gladstone Investment Corporation - 4.875% Notes due 2028,NASDAQ,GAINZ
GALT,Galectin Therapeutics Inc. - Common Stock,NASDAQ,GALT
GAMB,Gambling.com Group Limited - Ordinary Shares,NASDAQ,GAMB
GAME,"GameSquare Holdings, Inc. - Common stock",NASDAQ,GAME
GANX,"Gain Therapeutics, Inc. - Common Stock",NASDAQ,GANX
GASS,"StealthGas, Inc. - common stock",NASDAQ,GASS
GAUZ,Gauzy Ltd. - Ordinary Shares,NASDAQ,GAUZ
GBDC,"Golub Capital BDC, Inc. - Closed End Fund",NASDAQ,GBDC
GBFH,GBank Financial Holdings Inc. - Common Stock,NASDAQ,GBFH
GBIO,Generation Bio Co. - Common stock,NASDAQ,GBIO
GCBC,"Greene County Bancorp, Inc. - Common Stock",NASDAQ,GCBC
GCL,GCL Global Holdings Ltd - Ordinary Shares,NASDAQ,GCL
GCLWW,GCL Global Holdings Ltd - Warrants,NASDAQ,GCLWW
GCMG,GCM Grosvenor Inc. - Class A Common Stock,NASDAQ,GCMG
GCMGW,GCM Grosvenor Inc. - Warrant,NASDAQ,GCMGW
GCT,GigaCloud Technology Inc - Class A Ordinary Shares,NASDAQ,GCT
GCTK,"GlucoTrack, Inc. - Common Stock",NASDAQ,GCTK
GDC,GD Culture Group Limited - Common Stock,NASDAQ,GDC
GDEN,"Golden Entertainment, Inc. - Common Stock",NASDAQ,GDEN
GDEV,GDEV Inc. - Ordinary Shares,NASDAQ,GDEV
GDEVW,GDEV Inc. - Warrant,NASDAQ,GDEVW
GDHG,Golden Heaven Group Holdings Ltd.  - Class A Ordinary Shares,NASDAQ,GDHG
GDRX,"GoodRx Holdings, Inc. - Class A Common Stock",NASDAQ,GDRX
GDS,GDS Holdings Limited - American Depositary Shares,NASDAQ,GDS
GDTC,CytoMed Therapeutics Limited - Ordinary Shares,NASDAQ,GDTC
GDYN,"Grid Dynamics Holdings, Inc. - Class A Common Stock",NASDAQ,GDYN
GECC,Great Elm Capital Corp. - Closed End Fund,NASDAQ,GECC
GECCG,Great Elm Capital Corp. - 7.75% Notes Due 2030,NASDAQ,GECCG
GECCH,Great Elm Capital Corp. - 8.125% Notes Due 2029,NASDAQ,GECCH
GECCI,Great Elm Capital Corp. - 8.50% NOTES DUE 2029,NASDAQ,GECCI
GECCO,Great Elm Capital Corp. - 5.875% Notes due 2026,NASDAQ,GECCO
GEG,"Great Elm Group, Inc.  - Common Stock",NASDAQ,GEG
GEGGL,"Great Elm Group, Inc.  - 7.25% Notes due 2027",NASDAQ,GEGGL
GEHC,GE HealthCare Technologies Inc. - Common Stock,NASDAQ,GEHC
GELS,Gelteq Limited - Ordinary Shares,NASDAQ,GELS
GEMI,"Gemini Space Station, Inc. - Class A Common Stock",NASDAQ,GEMI
GEN,Gen Digital Inc. - Common Stock,NASDAQ,GEN
GENK,"GEN Restaurant Group, Inc. - Class A Common Stock",NASDAQ,GENK
GENVR,Gen Digital Inc. - Contingent Value Rights,NASDAQ,GENVR
GEOS,Geospace Technologies Corporation - Common Stock,NASDAQ,GEOS
GERN,Geron Corporation - Common Stock,NASDAQ,GERN
GEVO,"Gevo, Inc. - Common Stock",NASDAQ,GEVO
GFAI,"Guardforce AI Co., Limited - Ordinary Shares",NASDAQ,GFAI
GFAIW,"Guardforce AI Co., Limited - Warrant",NASDAQ,GFAIW
GFS,GlobalFoundries Inc. - Ordinary Share,NASDAQ,GFS
GGAL,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",NASDAQ,GGAL
GGR,Gogoro Inc. - Ordinary Shares,NASDAQ,GGR
GGROW,Gogoro Inc. - Warrant,NASDAQ,GGROW
GH,"Guardant Health, Inc. - Common Stock",NASDAQ,GH
GHRS,GH Research PLC - Ordinary Shares,NASDAQ,GHRS
GIBO,GIBO Holdings Limited - Class A Ordinary Shares,NASDAQ,GIBO
GIBOW,GIBO Holdings Limited - Warrants,NASDAQ,GIBOW
GIFI,"Gulf Island Fabrication, Inc. - Common Stock",NASDAQ,GIFI
GIFT,"Giftify, Inc. - Common Stock",NASDAQ,GIFT
GIG,GigCapital7 Corp. - Class A Ordinary Share,NASDAQ,GIG
GIGGU,GigCapital7 Corp. - Unit,NASDAQ,GIGGU
GIGGW,GigCapital7 Corp. - Warrant,NASDAQ,GIGGW
GIGM,GigaMedia Limited - Ordinary Shares,NASDAQ,GIGM
GIII,"G-III Apparel Group, LTD. - Common Stock",NASDAQ,GIII
GILD,"Gilead Sciences, Inc. - Common Stock",NASDAQ,GILD
GILT,Gilat Satellite Networks Ltd. - Ordinary Shares,NASDAQ,GILT
GIPR,Generation Income Properties Inc. - Common stock,NASDAQ,GIPR
GIPRW,Generation Income Properties Inc. - Warrant,NASDAQ,GIPRW
GITS,"Global Interactive Technologies, Inc. Common Stock - Common Stock",NASDAQ,GITS
GIWWU,GigCapital8 Corp. - Units,NASDAQ,GIWWU
GLAD,Gladstone Capital Corporation - Closed End Fund,NASDAQ,GLAD
GLBE,Global-E Online Ltd. - ordinary shares,NASDAQ,GLBE
GLBS,Globus Maritime Limited - Common Stock,NASDAQ,GLBS
GLBZ,Glen Burnie Bancorp - Common Stock,NASDAQ,GLBZ
GLDD,Great Lakes Dredge & Dock Corporation - Common Stock,NASDAQ,GLDD
GLDI,"ETRACS Gold Shares Covered Call ETNs due February 2, 2033",NASDAQ,GLDI
GLE,Global Engine Group Holding Limited - Class A Ordinary Shares,NASDAQ,GLE
GLIBA,"GCI Liberty, Inc. - Series A GCI Group Common Stock",NASDAQ,GLIBA
GLIBK,"GCI Liberty, Inc. - Series C GCI Group Common Stock",NASDAQ,GLIBK
GLMD,Galmed Pharmaceuticals Ltd. - Ordinary Shares,NASDAQ,GLMD
GLNG,Golar LNG Limited - Common Shares,NASDAQ,GLNG
GLPG,Galapagos NV - American Depositary Shares,NASDAQ,GLPG
GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",NASDAQ,GLPI
GLRE,"Greenlight Reinsurance, Ltd. - Class A Ordinary Shares",NASDAQ,GLRE
GLSI,"Greenwich LifeSciences, Inc. - Common stock",NASDAQ,GLSI
GLTO,"Galecto, Inc. - Common Stock",NASDAQ,GLTO
GLUE,"Monte Rosa Therapeutics, Inc. - Common Stock",NASDAQ,GLUE
GLXG,Galaxy Payroll Group Limited - Class A Ordinary Shares,NASDAQ,GLXG
GLXY,Galaxy Digital Inc. - Class A common stock,NASDAQ,GLXY
GMAB,Genmab A/S - American Depositary Shares,NASDAQ,GMAB
GMGI,"Golden Matrix Group, Inc. - Common Stock",NASDAQ,GMGI
GMHS,Gamehaus Holdings Inc. - Class A Ordinary Shares,NASDAQ,GMHS
GMM,Global Mofy AI Limited  - Class A Ordinary Shares,NASDAQ,GMM
GNFT,GENFIT S.A. - American Depositary Shares,NASDAQ,GNFT
GNLN,"Greenlane Holdings, Inc. - Class A Common Stock",NASDAQ,GNLN
GNLX,Genelux Corporation - Common Stock,NASDAQ,GNLX
GNPX,"Genprex, Inc. - Common Stock",NASDAQ,GNPX
GNSS,Genasys Inc. - Common Stock,NASDAQ,GNSS
GNTA,Genenta Science S.p.A. - American Depositary Shares,NASDAQ,GNTA
GNTX,Gentex Corporation - Common Stock,NASDAQ,GNTX
GO,Grocery Outlet Holding Corp. - Common Stock,NASDAQ,GO
GOCO,"GoHealth, Inc. - Class A Common Stock",NASDAQ,GOCO
GOGO,Gogo Inc. - Common Stock,NASDAQ,GOGO
GOOD,Gladstone Commercial Corporation - Real Estate Investment Trust,NASDAQ,GOOD
GOODN,Gladstone Commercial Corporation - 6.625% Series E Cumulative Redeemable Preferred Stock,NASDAQ,GOODN
GOODO,"Gladstone Commercial Corporation - 6.00% Series G Cumulative Redeemable Preferred Stock, par value $0.001 per share",NASDAQ,GOODO
GOOG,Alphabet Inc. - Class C Capital Stock,NASDAQ,GOOG
GOOGL,Alphabet Inc. - Class A Common Stock,NASDAQ,GOOGL
GORV,"Lazydays Holdings, Inc. - Common Stock",NASDAQ,GORV
GOSS,"Gossamer Bio, Inc. - Common Stock",NASDAQ,GOSS
GOVX,"GeoVax Labs, Inc. - Common Stock",NASDAQ,GOVX
GP,GreenPower Motor Company Inc. - Common Shares,NASDAQ,GP
GPAT,GP-Act III Acquisition Corp. - Class A Ordinary Share,NASDAQ,GPAT
GPATU,GP-Act III Acquisition Corp. - Units,NASDAQ,GPATU
GPATW,GP-Act III Acquisition Corp. - Warrants,NASDAQ,GPATW
GPCR,Structure Therapeutics Inc. - American Depositary Shares,NASDAQ,GPCR
GPRE,"Green Plains, Inc. - Common Stock",NASDAQ,GPRE
GPRO,"GoPro, Inc. - Class A Common Stock",NASDAQ,GPRO
GRAB,Grab Holdings Limited - Class A Ordinary Shares,NASDAQ,GRAB
GRABW,Grab Holdings Limited - Warrant,NASDAQ,GRABW
GRAL,"GRAIL, Inc. - Common Stock",NASDAQ,GRAL
GRAN,Grande Group Limited - Class A Ordinary Shares,NASDAQ,GRAN
GRCE,"Grace Therapeutics, Inc. - Common Stock",NASDAQ,GRCE
GREE,Greenidge Generation Holdings Inc. - Class A Common Stock,NASDAQ,GREE
GREEL,Greenidge Generation Holdings Inc. - 8.50% Senior Notes due 2026,NASDAQ,GREEL
GRFS,"Grifols, S.A. - American Depositary Shares",NASDAQ,GRFS
GRI,"GRI Bio, Inc. - Common Stock",NASDAQ,GRI
GRNQ,Greenpro Capital Corp. - Common Stock,NASDAQ,GRNQ
GROW,"U.S. Global Investors, Inc. - Class A Common Stock",NASDAQ,GROW
GRPN,"Groupon, Inc. - Common Stock",NASDAQ,GRPN
GRRR,Gorilla Technology Group Inc. - Ordinary shares,NASDAQ,GRRR
GRRRW,Gorilla Technology Group Inc. - Warrant,NASDAQ,GRRRW
GRVY,"GRAVITY Co., Ltd. - American depositary shares, each representing one common share.",NASDAQ,GRVY
GRWG,GrowGeneration Corp. - Common Stock,NASDAQ,GRWG
GSAT,"Globalstar, Inc. - Common Stock",NASDAQ,GSAT
GSBC,"Great Southern Bancorp, Inc. - Common Stock",NASDAQ,GSBC
GSHD,"Goosehead Insurance, Inc. - Class A Common Stock",NASDAQ,GSHD
GSHR,Gesher Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,GSHR
GSHRU,Gesher Acquisition Corp. II - Units,NASDAQ,GSHRU
GSHRW,Gesher Acquisition Corp. II - Warrants,NASDAQ,GSHRW
GSIT,"GSI Technology, Inc. - Common Stock",NASDAQ,GSIT
GSIW,Garden Stage Limited - Ordinary Shares,NASDAQ,GSIW
GSM,Ferroglobe PLC - Ordinary Shares,NASDAQ,GSM
GSRFU,GSR IV Acquisition Corp. - Units,NASDAQ,GSRFU
GSUN,Golden Sun Health Technology Group Limited - Class A Ordinary Shares,NASDAQ,GSUN
GT,The Goodyear Tire & Rubber Company - Common Stock,NASDAQ,GT
GTBP,"GT Biopharma, Inc. - Common Stock",NASDAQ,GTBP
GTEC,Greenland Technologies Holding Corporation - Ordinary Shares,NASDAQ,GTEC
GTEN,"Gores Holdings X, Inc. - Class A ordinary shares",NASDAQ,GTEN
GTENU,"Gores Holdings X, Inc. - Units",NASDAQ,GTENU
GTENW,"Gores Holdings X, Inc. - Warrants",NASDAQ,GTENW
GTERA,Globa Terra Acquisition Corporation - Class A Ordinary Shares,NASDAQ,GTERA
GTERR,Globa Terra Acquisition Corporation - Rights,NASDAQ,GTERR
GTERU,Globa Terra Acquisition Corporation - Units,NASDAQ,GTERU
GTERW,Globa Terra Acquisition Corporation - Warrants,NASDAQ,GTERW
GTI,Graphjet Technology - Class A Ordinary Shares,NASDAQ,GTI
GTIM,Good Times Restaurants Inc. - Common Stock,NASDAQ,GTIM
GTLB,GitLab Inc. - Class A Common Stock,NASDAQ,GTLB
GTM,ZoomInfo Technologies Inc. - Common Stock,NASDAQ,GTM
GTX,Garrett Motion Inc. - Common Stock,NASDAQ,GTX
GURE,"Gulf Resources, Inc. - Common Stock",NASDAQ,GURE
GUTS,"Fractyl Health, Inc. - Common Stock",NASDAQ,GUTS
GV,Visionary Holdings Inc. - Common Shares,NASDAQ,GV
GVH,Globavend Holdings Limited - Ord Shares,NASDAQ,GVH
GWAV,"Greenwave Technology Solutions, Inc. - Common Stock",NASDAQ,GWAV
GWRS,"Global Water Resources, Inc. - common stock",NASDAQ,GWRS
GXAI,Gaxos.ai Inc. - Common Stock,NASDAQ,GXAI
GYRE,"Gyre Therapeutics, Inc. - Common Stock",NASDAQ,GYRE
GYRO,"Gyrodyne , LLC - Common Stock",NASDAQ,GYRO
HAFC,Hanmi Financial Corporation - Common Stock,NASDAQ,HAFC
HAIN,"The Hain Celestial Group, Inc. - Common Stock",NASDAQ,HAIN
HALO,"Halozyme Therapeutics, Inc. - Common Stock",NASDAQ,HALO
HAO,Haoxi Health Technology Limited - Class A Ord Share,NASDAQ,HAO
HAS,"Hasbro, Inc. - Common Stock",NASDAQ,HAS
HBAN,Huntington Bancshares Incorporated - Common Stock,NASDAQ,HBAN
HBANL,"Huntington Bancshares Incorporated - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock",NASDAQ,HBANL
HBANM,Huntington Bancshares Incorporated - Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,NASDAQ,HBANM
HBANP,Huntington Bancshares Incorporated - Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,NASDAQ,HBANP
HBCP,"Home Bancorp, Inc. - Common Stock",NASDAQ,HBCP
HBIO,"Harvard Bioscience, Inc. - Common Stock",NASDAQ,HBIO
HBNB,Hotel101 Global Holdings Corp. - Class A Ordinary Shares,NASDAQ,HBNB
HBNC,"Horizon Bancorp, Inc. - Common Stock",NASDAQ,HBNC
HBT,"HBT Financial, Inc. - Common Stock",NASDAQ,HBT
HCAI,"Huachen AI Parking Management Technology Holding Co., Ltd. - Class A Ordinary Shares",NASDAQ,HCAI
HCAT,"Health Catalyst, Inc - Common stock",NASDAQ,HCAT
HCHL,Happy City Holdings Limited - Class A Ordinary shares,NASDAQ,HCHL
HCKT,"The Hackett Group, Inc. - Common Stock",NASDAQ,HCKT
HCM,HUTCHMED (China) Limited - American Depositary Shares,NASDAQ,HCM
HCMA,HCM III Acquisition Corp. - Class A Ordinary Share,NASDAQ,HCMA
HCMAU,HCM III Acquisition Corp. - Units,NASDAQ,HCMAU
HCMAW,HCM III Acquisition Corp. - Warrants,NASDAQ,HCMAW
HCSG,"Healthcare Services Group, Inc. - Common Stock",NASDAQ,HCSG
HCTI,"Healthcare Triangle, Inc. - Common Stock",NASDAQ,HCTI
HCWB,HCW Biologics Inc. - Common Stock,NASDAQ,HCWB
HDL,SUPER HI INTERNATIONAL HOLDING LTD. - American Depositary Shares,NASDAQ,HDL
HDSN,"Hudson Technologies, Inc. - Common Stock",NASDAQ,HDSN
HELE,Helen of Troy Limited - Common Stock,NASDAQ,HELE
HEPS,D-Market Electronic Services & Trading - American Depositary Shares,NASDAQ,HEPS
HERZ,"Herzfeld Credit Income Fund, Inc.  - Closed End Fund",NASDAQ,HERZ
HFBL,"Home Federal Bancorp, Inc. of Louisiana - Common Stock",NASDAQ,HFBL
HFFG,HF Foods Group Inc. - Common Stock,NASDAQ,HFFG
HFWA,Heritage Financial Corporation - Common Stock,NASDAQ,HFWA
HGBL,Heritage Global Inc. - Common Stock,NASDAQ,HGBL
HHS,"Harte Hanks, Inc. - Common Stock",NASDAQ,HHS
HIFS,Hingham Institution for Savings - Common Stock,NASDAQ,HIFS
HIHO,Highway Holdings Limited - Common Stock,NASDAQ,HIHO
HIMX,"Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",NASDAQ,HIMX
HIND,"Vyome Holdings, Inc. - Common Stock",NASDAQ,HIND
HIT,"Health In Tech, Inc. - Class A Common Stock",NASDAQ,HIT
HITI,High Tide Inc. - Common Shares,NASDAQ,HITI
HIVE,HIVE Digital Technologies Ltd - Common Shares,NASDAQ,HIVE
HKIT,Hitek Global Inc. - Class A Ordinary Share,NASDAQ,HKIT
HKPD,Hong Kong Pharma Digital Technology Holdings Limited - Ordinary shares,NASDAQ,HKPD
HLIT,Harmonic Inc. - Common Stock,NASDAQ,HLIT
HLMN,Hillman Solutions Corp. - Common Stock,NASDAQ,HLMN
HLNE,Hamilton Lane Incorporated - Class A Common Stock,NASDAQ,HLNE
HLP,Hongli Group Inc. - Ordinary Shares,NASDAQ,HLP
HMR,Heidmar Maritime Holdings Corp. - Common Stock,NASDAQ,HMR
HNNA,"Hennessy Advisors, Inc. - Common Stock",NASDAQ,HNNA
HNNAZ,"Hennessy Advisors, Inc. - 4.875% Notes due 2026",NASDAQ,HNNAZ
HNRG,Hallador Energy Company - Common Stock,NASDAQ,HNRG
HNST,"The Honest Company, Inc. - Common Stock",NASDAQ,HNST
HNVR,"Hanover Bancorp, Inc. - Common Stock",NASDAQ,HNVR
HOFT,Hooker Furnishings Corporation - Common Stock,NASDAQ,HOFT
HOLO,MicroCloud Hologram Inc. - Ordinary Shares,NASDAQ,HOLO
HOLOW,MicroCloud Hologram Inc. - Warrant,NASDAQ,HOLOW
HOLX,"Hologic, Inc. - Common Stock",NASDAQ,HOLX
HON,Honeywell International Inc. - Common Stock,NASDAQ,HON
HOND,HCM II Acquisition Corp. - Class A Ordinary Shares,NASDAQ,HOND
HONDU,HCM II Acquisition Corp. - Unit,NASDAQ,HONDU
HONDW,HCM II Acquisition Corp. - Warrant,NASDAQ,HONDW
HONE,"HarborOne Bancorp, Inc. - Common Stock",NASDAQ,HONE
HOOD,"Robinhood Markets, Inc. - Class A Common Stock",NASDAQ,HOOD
HOPE,"Hope Bancorp, Inc. - Common Stock",NASDAQ,HOPE
HOTH,"Hoth Therapeutics, Inc. - Common Stock",NASDAQ,HOTH
HOUR,"Hour Loop, Inc. - common stock",NASDAQ,HOUR
HOVNP,Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock,NASDAQ,HOVNP
HOVR,New Horizon Aircraft Ltd. - Class A Ordinary Shares,NASDAQ,HOVR
HOVRW,New Horizon Aircraft Ltd. - Warrant,NASDAQ,HOVRW
HOWL,"Werewolf Therapeutics, Inc. - Common Stock",NASDAQ,HOWL
HPAI,Helport AI Limited - Ordinary Shares,NASDAQ,HPAI
HPAIW,Helport AI Limited - Warrants,NASDAQ,HPAIW
HPK,"HighPeak Energy, Inc. - Common Stock",NASDAQ,HPK
HQI,"HireQuest, Inc. - Common Stock",NASDAQ,HQI
HQY,"HealthEquity, Inc. - Common Stock",NASDAQ,HQY
HRMY,"Harmony Biosciences Holdings, Inc. - Common Stock",NASDAQ,HRMY
HROW,"Harrow, Inc. - Common Stock",NASDAQ,HROW
HRTX,"Heron Therapeutics, Inc.   - Common Stock",NASDAQ,HRTX
HRZN,Horizon Technology Finance Corporation - Common Stock,NASDAQ,HRZN
HSAI,"Hesai Group - American Depositary Share, each ADS represents one Class B ordinary share",NASDAQ,HSAI
HSCS,HeartSciences Inc. - Common Stock,NASDAQ,HSCS
HSCSW,HeartSciences Inc. - Warrant,NASDAQ,HSCSW
HSDT,Solana Company - Class A Common Stock,NASDAQ,HSDT
HSIC,"Henry Schein, Inc. - Common Stock",NASDAQ,HSIC
HSII,"Heidrick & Struggles International, Inc. - Common Stock",NASDAQ,HSII
HSPO,Horizon Space Acquisition I Corp. - Ordinary Shares,NASDAQ,HSPO
HSPOR,Horizon Space Acquisition I Corp. - Right,NASDAQ,HSPOR
HSPOU,Horizon Space Acquisition I Corp. - Unit,NASDAQ,HSPOU
HSPOW,Horizon Space Acquisition I Corp. - Warrant,NASDAQ,HSPOW
HSPT,Horizon Space Acquisition II Corp. - Ordinary share,NASDAQ,HSPT
HSPTR,Horizon Space Acquisition II Corp. - Right,NASDAQ,HSPTR
HSPTU,Horizon Space Acquisition II Corp. - Units,NASDAQ,HSPTU
HST,"Host Hotels & Resorts, Inc. - Common Stock",NASDAQ,HST
HSTM,"HealthStream, Inc. - Common Stock",NASDAQ,HSTM
HTBK,Heritage Commerce Corp - Common Stock,NASDAQ,HTBK
HTCO,High-Trend International Group - Class A Ordinary Shares,NASDAQ,HTCO
HTCR,"Heartcore Enterprises, Inc. - Common Stock",NASDAQ,HTCR
HTFL,"Heartflow, Inc. - Common Stock",NASDAQ,HTFL
HTHT,H World Group Limited - American Depositary Shares,NASDAQ,HTHT
HTLD,"Heartland Express, Inc. - Common Stock",NASDAQ,HTLD
HTLM,HomesToLife Ltd - Ordinary Shares,NASDAQ,HTLM
HTO,H2O America  - Common Stock,NASDAQ,HTO
HTOO,Fusion Fuel Green PLC - Ordinary Shares,NASDAQ,HTOO
HTOOW,Fusion Fuel Green PLC - Warrant,NASDAQ,HTOOW
HTZ,"Hertz Global Holdings, Inc - Common Stock",NASDAQ,HTZ
HTZWW,"Hertz Global Holdings, Inc - Warrant",NASDAQ,HTZWW
HUBC,Hub Cyber Security Ltd. - Ordinary Shares,NASDAQ,HUBC
HUBCW,Hub Cyber Security Ltd. - Warrant expiring 2/27/28,NASDAQ,HUBCW
HUBCZ,Hub Cyber Security Ltd. - Warrant,NASDAQ,HUBCZ
HUBG,"Hub Group, Inc. - Class A Common Stock",NASDAQ,HUBG
HUDI,"Huadi International Group Co., Ltd. - Ordinary Shares",NASDAQ,HUDI
HUHU,HUHUTECH International Group Inc. - Ordinary Shares,NASDAQ,HUHU
HUIZ,Huize Holding Limited - American Depositary Shares,NASDAQ,HUIZ
HUMA,"Humacyte, Inc. - Common Stock",NASDAQ,HUMA
HUMAW,"Humacyte, Inc. - Warrant",NASDAQ,HUMAW
